Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
myQuery	46	0.3898	GTF2B_K562_HG19	GTF2B	8	1855	0.08407	0.619	1.879	ENCODE--ChIP-seq	KDM5C,CD81,MCM8,SZT2,HPS6,GTF2H3,AIG1,PPDPF
myQuery	47	0.3983	CEBPB_C2C12_MM9	CEBPB	6	1285	0.09192	0.655	2.035	ENCODE--ChIP-seq	RPS6KA4,TNKS1BP1,RREB1,CNTD1,AIG1,SREBF2
myQuery	48	0.4068	TCF3_GM12878_HG19	TCF3	6	1302	0.09616	0.655	2.008	ENCODE--ChIP-seq	CD81,MKNK2,TSC22D4,NFKB2,PPDPF,GNB2
myQuery	49	0.4153	TCF12_A549_HG19	TCF12	5	1012	0.0978	0.655	2.154	ENCODE--ChIP-seq	MCM8,TSC22D4,BRPF1,INTS1,GTF2H3
myQuery	50	0.4237	NFATC1_GM12878_HG19	NFATC1	6	1407	0.1245	0.655	1.858	ENCODE--ChIP-seq	KDM5C,PPOX,GTF2H3,SREBF2,NFKB2,PABPC1L
myQuery	51	0.4322	SPI1_K562_HG19	SPI1	6	1415	0.1268	0.655	1.847	ENCODE--ChIP-seq	MCM8,TSC22D4,SZT2,AP1B1,GTF2H3,ZNF598
myQuery	52	0.4407	GATA3_A549_HG19	GATA3	2	266	0.1309	0.655	3.286	ENCODE--ChIP-seq	PIK3R3,GNB2
myQuery	53	0.4492	STAT3_HELAS3_HG19	STAT3	7	1780	0.139	0.655	1.713	ENCODE--ChIP-seq	PIK3R3,RPS6KA4,EDN1,AIG1,GNB2,ZNF598,MAP3K11
myQuery	54	0.4576	YY1_H1HESC_HG19	YY1	6	1459	0.1398	0.655	1.791	ENCODE--ChIP-seq	SH3GL1,INTS1,AP1B1,HPS6,TCN2,GNB2
myQuery	55	0.4661	FOS_ENDOTHELIALCELLOFUMBILICALVEIN_HG19	FOS	7	1814	0.1482	0.655	1.68	ENCODE--ChIP-seq	RPS6KA4,KHSRP,EDN1,INTS1,AIG1,TCN2,MAP7D1
myQuery	56	0.4746	PRDM1_HELAS3_HG19	PRDM1	6	1487	0.1484	0.655	1.757	ENCODE--ChIP-seq	CRTC3,INPPL1,EDN1,SZT2,BRPF1,MAP3K11
myQuery	57	0.4831	ELK4_HEK293_HG19	ELK4	7	1822	0.1504	0.655	1.673	ENCODE--ChIP-seq	KDM5C,MCM8,INPPL1,TAF5L,CLPTM1,INTS1,GTF2H3
myQuery	58	0.4915	RXRA_GM12878_HG19	RXRA	2	292	0.1517	0.655	2.992	ENCODE--ChIP-seq	SH3GL1,NFKB2
myQuery	59	0.5	ZNF143_HELAS3_HG19	ZNF143	7	1835	0.1541	0.655	1.661	ENCODE--ChIP-seq	PPOX,SLC16A3,EDN1,AP1B1,HPS6,GTF2H3,PPDPF
myQuery	60	0.5085	NFYB_GM12878_HG19	NFYB	7	1839	0.1552	0.655	1.657	ENCODE--ChIP-seq	MCM8,PIK3R3,PPOX,CNTD1,SZT2,GTF2H3,PABPC1L
myQuery	61	0.5169	CUX1_GM12878_HG19	CUX1	7	1845	0.1569	0.655	1.652	ENCODE--ChIP-seq	KDM5C,PPOX,TSC22D4,EDN1,SZT2,BRPF1,TCN2
myQuery	62	0.5254	NFIC_ECC1_HG19	NFIC	3	576	0.1574	0.655	2.271	ENCODE--ChIP-seq	PIK3R3,TSC22D4,EDN1
myQuery	63	0.5339	NRF1_GM12878_HG19	NRF1	7	1848	0.1578	0.655	1.649	ENCODE--ChIP-seq	KDM5C,CD81,GTF2H3,NFKB2,PPDPF,PABPC1L,MAP3K11
myQuery	64	0.5424	MAFK_MELCELLLINE_MM9	MAFK	3	580	0.1596	0.655	2.255	ENCODE--ChIP-seq	THRA,RREB1,SLC16A3
myQuery	65	0.5508	ARID3A_K562_HG19	ARID3A	7	1857	0.1603	0.655	1.641	ENCODE--ChIP-seq	KDM5C,MKNK2,TSC22D4,CNTD1,AP1B1,GTF2H3,MAP3K11
myQuery	66	0.5593	NFYA_K562_HG19	NFYA	7	1867	0.1632	0.656	1.633	ENCODE--ChIP-seq	MCM8,PIK3R3,PPOX,TAF5L,SZT2,SREBF2,NFKB2
myQuery	67	0.5678	MYB_MELCELLLINE_MM9	MYB	3	594	0.1674	0.656	2.202	ENCODE--ChIP-seq	KDM5C,TAF5L,RREB1
myQuery	68	0.5763	STAT5A_GM12878_HG19	STAT5A	5	1230	0.1717	0.658	1.771	ENCODE--ChIP-seq	TSC22D4,CNTD1,INTS1,AP1B1,GNB2
myQuery	69	0.5847	REST_K562_HG19	REST	9	2602	0.1765	0.666	1.506	ENCODE--ChIP-seq	PIK3R3,PPOX,TAF5L,CLPTM1,TSC22D4,BRPF1,SREBF2,NFKB2,MAP7D1
myQuery	70	0.5932	TEAD4_K562_HG19	TEAD4	5	1245	0.1774	0.666	1.749	ENCODE--ChIP-seq	KDM5C,PPOX,TSC22D4,EDN1,GTF2H3
myQuery	71	0.6017	GATA2_G1E_MM9	GATA2	2	331	0.1838	0.681	2.637	ENCODE--ChIP-seq	PPOX,MKNK2
myQuery	72	0.6102	ATF3_H1HESC_HG19	ATF3	5	1262	0.1839	0.681	1.725	ENCODE--ChIP-seq	SH3GL1,INTS1,GTF2H3,TCN2,GNB2
myQuery	73	0.6186	NR2F2_K562_HG19	NR2F2	5	1270	0.187	0.684	1.715	ENCODE--ChIP-seq	PPOX,TSC22D4,BRPF1,GTF2H3,MAP3K11
myQuery	74	0.6271	IRF3_HELAS3_HG19	IRF3	6	1688	0.2158	0.69	1.547	ENCODE--ChIP-seq	PIK3R3,PPOX,KHSRP,SH3GL1,SZT2,MAP3K11
myQuery	75	0.6356	SP4_H1HESC_HG19	SP4	5	1367	0.2259	0.69	1.592	ENCODE--ChIP-seq	PPOX,TSC22D4,SZT2,AP1B1,GTF2H3
myQuery	76	0.6441	IKZF1_GM12878_HG19	IKZF1	6	1836	0.2704	0.69	1.422	ENCODE--ChIP-seq	MCM8,INPPL1,PIK3R3,TNKS1BP1,TSC22D4,EDN1
myQuery	77	0.6525	NFE2_GM12878_HG19	NFE2	6	1854	0.2773	0.69	1.408	ENCODE--ChIP-seq	KDM5C,MCM8,PPOX,RREB1,TCN2,GNB2
myQuery	78	0.661	ZKSCAN1_HELAS3_HG19	ZKSCAN1	6	1857	0.2784	0.69	1.406	ENCODE--ChIP-seq	PIK3R3,RPS6KA4,INTS1,GTF2H3,NFKB2,MAP3K11
myQuery	79	0.6695	IRF1_K562_HG19	IRF1	12	4204	0.3005	0.706	1.242	ENCODE--ChIP-seq	KDM5C,CD81,MCM8,PIK3R3,PPOX,RPS6KA4,ZDHHC18,KHSRP,TSC22D4,AP1B1,GTF2H3,NFKB2
myQuery	80	0.678	FOXM1_MCF7_HG19	FOXM1	1	156	0.3062	0.713	2.799	ENCODE--ChIP-seq	PIK3R3
myQuery	81	0.6864	STAT1_HELAS3_HG19	STAT1	3	856	0.3263	0.726	1.526	ENCODE--ChIP-seq	RPS6KA4,NFKB2,GNB2
myQuery	82	0.6949	FOSL2_A549_HG19	FOSL2	4	1249	0.3386	0.726	1.394	ENCODE--ChIP-seq	SH3GL1,CNTD1,GTF2H3,MAP3K11
myQuery	83	0.7034	MYOG_MYOCYTE_MM9	MYOG	9	3208	0.3476	0.726	1.22	ENCODE--ChIP-seq	THRA,SNN,MKNK2,SH3GL1,GTF2H3,AIG1,SREBF2,TCN2,GNB2
myQuery	84	0.7119	NR3C1_A549_HG19	NR3C1	5	1661	0.3529	0.726	1.31	ENCODE--ChIP-seq	SNN,TNKS1BP1,INTS1,SREBF2,MAP3K11
myQuery	85	0.7203	ZBTB33_A549_HG19	ZBTB33	6	2058	0.3565	0.726	1.268	ENCODE--ChIP-seq	MCM8,PPOX,SH3GL1,CNTD1,INTS1,GTF2H3
myQuery	86	0.7288	PAX5_GM12878_HG19	PAX5	6	2072	0.362	0.726	1.26	ENCODE--ChIP-seq	TSC22D4,AP1B1,SREBF2,NFKB2,PPDPF,PABPC1L
myQuery	87	0.7373	IRF4_GM12878_HG19	IRF4	5	1715	0.3767	0.726	1.268	ENCODE--ChIP-seq	KDM5C,PIK3R3,PPOX,SREBF2,GNB2
myQuery	88	0.7458	POU2F2_GM12878_HG19	POU2F2	4	1325	0.3774	0.726	1.313	ENCODE--ChIP-seq	KDM5C,CD81,SH3GL1,INTS1
myQuery	89	0.7542	FOSL1_C2C12_MM9	FOSL1	1	221	0.4037	0.726	1.972	ENCODE--ChIP-seq	CNTD1
myQuery	90	0.7627	KDM5B_K562_HG19	KDM5B	5	1814	0.4201	0.726	1.199	ENCODE--ChIP-seq	PIK3R3,KHSRP,STARD8,AIG1,SREBF2
myQuery	91	0.7712	MAFF_K562_HG19	MAFF	5	1814	0.4201	0.726	1.199	ENCODE--ChIP-seq	KDM5C,PIK3R3,SH3GL1,SZT2,GNB2
myQuery	92	0.7797	FLI1_MEGAKARYOCYTE_MM9	FLI1	5	1837	0.4301	0.726	1.184	ENCODE--ChIP-seq	SH3GL1,SZT2,BRPF1,INTS1,GTF2H3
myQuery	93	0.7881	E2F1_HELAS3_HG19	E2F1	5	1854	0.4375	0.726	1.173	ENCODE--ChIP-seq	TAF5L,RPS6KA4,SH3GL1,AIG1,SREBF2
myQuery	94	0.7966	BCL11A_GM12878_HG19	BCL11A	3	1038	0.4377	0.726	1.257	ENCODE--ChIP-seq	SNN,NFKB2,GNB2
myQuery	95	0.8051	CEBPD_K562_HG19	CEBPD	2	638	0.4395	0.726	1.364	ENCODE--ChIP-seq	PPOX,SREBF2
myQuery	96	0.8136	ATF2_GM12878_HG19	ATF2	4	1502	0.4657	0.743	1.158	ENCODE--ChIP-seq	KDM5C,MCM8,TSC22D4,GTF2H3
myQuery	97	0.822	MEF2A_K562_HG19	MEF2A	1	279	0.4789	0.751	1.56	ENCODE--ChIP-seq	SH3GL1
myQuery	98	0.8305	SIX5_GM12878_HG19	SIX5	3	1222	0.5417	0.806	1.068	ENCODE--ChIP-seq	CNTD1,INTS1,GTF2H3
myQuery	99	0.839	MBD4_HEPG2_HG19	MBD4	4	1672	0.5454	0.807	1.04	ENCODE--ChIP-seq	MCM8,SH3GL1,GTF2H3,GNB2
myQuery	100	0.8475	CEBPZ_HEPG2_HG19	CEBPZ	2	801	0.5565	0.821	1.086	ENCODE--ChIP-seq	KHSRP,MAP3K11
myQuery	101	0.8559	ESR1_T47D_HG19	ESR1	1	382	0.5894	0.824	1.139	ENCODE--ChIP-seq	EDN1
myQuery	102	0.8644	CBX2_K562_HG19	CBX2	4	1781	0.5927	0.824	0.9764	ENCODE--ChIP-seq	EDN1,PYGO1,PPDPF,GNB2
myQuery	103	0.8729	SETDB1_U2OS_HG19	SETDB1	4	1803	0.6019	0.824	0.9645	ENCODE--ChIP-seq	PIK3R3,PPOX,CNTD1,HPS6
myQuery	104	0.8814	ZNF384_K562_HG19	ZNF384	4	1841	0.6174	0.824	0.9445	ENCODE--ChIP-seq	TSC22D4,SZT2,HPS6,PABPC1L
myQuery	105	0.8898	HNF4A_HEPG2_HG19	HNF4A	5	2396	0.6489	0.837	0.9071	ENCODE--ChIP-seq	RREB1,SLC16A3,AP1B1,AIG1,MAP3K11
myQuery	106	0.8983	MYBL2_HEPG2_HG19	MYBL2	3	1487	0.6685	0.854	0.8769	ENCODE--ChIP-seq	TSC22D4,SZT2,MAP3K11
myQuery	107	0.9068	EBF1_GM12878_HG19	EBF1	5	2676	0.7346	0.907	0.812	ENCODE--ChIP-seq	SLC16A3,SH3GL1,TSC22D4,AP1B1,HPS6
myQuery	108	0.9153	ATF1_K562_HG19	ATF1	3	1833	0.7911	0.916	0.7111	ENCODE--ChIP-seq	MCM8,PPOX,GTF2H3
myQuery	109	0.9237	ZNF274_K562_HG19	ZNF274	1	887	0.8702	0.984	0.4896	ENCODE--ChIP-seq	PPOX
myQuery	110	0.9322	ESRRA_GM12878_HG19	ESRRA	1	934	0.8832	0.995	0.4649	ENCODE--ChIP-seq	INTS1
myQuery	111	0.9407	ZNF217_MCF7_HG19	ZNF217	1	1423	0.9606	1.0	0.3051	ENCODE--ChIP-seq	EDN1
myQuery	112	0.9492	BATF_GM12878_HG19	BATF	0	676	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	113	0.9576	HNF4G_HEPG2_HG19	HNF4G	0	556	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	114	0.9661	ZZZ3_GM12878_HG19	ZZZ3	0	271	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	115	0.9746	STAT2_K562_HG19	STAT2	0	252	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	116	0.9831	HSF1_HEPG2_HG19	HSF1	0	222	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	117	0.9915	MEF2C_GM12878_HG19	MEF2C	0	135	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	118	1.0	NANOG_H1HESC_HG19	NANOG	0	102	1.0	1.0	0.0	ENCODE--ChIP-seq	
