Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
myQuery	13	0.1102	SETDB1_U2OS_HG19	SETDB1	9	1803	0.01189	0.413	2.707	ENCODE--ChIP-seq	PGAP2,THUMPD3,PPOX,DHTKD1,IL4I1,ZNF566,CD55,SLC19A2,TGFB2
myQuery	14	0.1186	TFAP2A_HELAS3_HG19	TFAP2A	9	1810	0.01215	0.413	2.696	ENCODE--ChIP-seq	RNASEH2B,PGAP2,DHTKD1,IL4I1,ZNF566,CD55,SLC19A2,PLEKHG2,EHBP1L1
myQuery	15	0.1271	MAZ_HELAS3_HG19	MAZ	9	1825	0.01273	0.413	2.674	ENCODE--ChIP-seq	PGAP2,DHTKD1,HABP4,TNKS1BP1,ZNF566,SLC19A2,TXNDC5,STARD8,EHBP1L1
myQuery	16	0.1356	CTCF_G1E_MM9	CTCF	9	1846	0.01357	0.416	2.643	ENCODE--ChIP-seq	PPOX,S1PR1,TRIM69,UBQLN4,CD55,SH3GL1,EDN1,PLEKHG2,EHBP1L1
myQuery	17	0.1441	GATA3_MCF7_HG19	GATA3	9	1890	0.01547	0.427	2.582	ENCODE--ChIP-seq	INSIG1,THUMPD3,UBQLN4,CD55,SLC19A2,EDN1,TGFB2,IGFBP3,TST
myQuery	18	0.1525	TCF12_A549_HG19	TCF12	6	1012	0.01634	0.43	3.218	ENCODE--ChIP-seq	THUMPD3,IL4I1,ZNF566,CD55,SLC19A2,GTF2H3
myQuery	19	0.161	PBX3_A549_HG19	PBX3	9	1958	0.01876	0.445	2.491	ENCODE--ChIP-seq	PGAP2,PPOX,IL4I1,AFG3L1P,SLC19A2,EDN1,TGFB2,PRKD2,PABPC1L
myQuery	20	0.1695	IRF3_HELAS3_HG19	IRF3	8	1688	0.02144	0.473	2.569	ENCODE--ChIP-seq	PGAP2,ATF6B,INSIG1,PPOX,HABP4,CCNL2,SLC19A2,SH3GL1
myQuery	21	0.178	SP1_K562_HG19	SP1	6	1148	0.02762	0.513	2.835	ENCODE--ChIP-seq	PGAP2,PPOX,HABP4,CCNL2,CD55,PLEKHG2
myQuery	22	0.1864	SRF_MYOCYTE_MM9	SRF	7	1467	0.02846	0.513	2.587	ENCODE--ChIP-seq	INSIG1,AFG3L1P,SLC19A2,SH3GL1,PLEKHG2,GTF2H3,EHBP1L1
myQuery	23	0.1949	TFAP2C_HELAS3_HG19	TFAP2C	8	1822	0.03109	0.513	2.379	ENCODE--ChIP-seq	RNASEH2B,PGAP2,DHTKD1,IL4I1,ZNF566,CD55,SLC19A2,PLEKHG2
myQuery	24	0.2034	MXI1_IMR90_HG19	MXI1	8	1828	0.03158	0.513	2.372	ENCODE--ChIP-seq	THUMPD3,PPOX,DHTKD1,IL4I1,S1PR1,CCNL2,TST,PABPC1L
myQuery	25	0.2119	IKZF1_GM12878_HG19	IKZF1	8	1836	0.03224	0.513	2.361	ENCODE--ChIP-seq	IL4I1,S1PR1,TNKS1BP1,TRIM69,UBQLN4,EDN1,EHBP1L1,PRKD2
myQuery	26	0.2203	RFX5_K562_HG19	RFX5	8	1844	0.03291	0.513	2.351	ENCODE--ChIP-seq	RNASEH2B,PGAP2,INSIG1,THUMPD3,DHTKD1,HABP4,CD55,GTF2H3
myQuery	27	0.2288	FOS_K562_HG19	FOS	8	1858	0.0341	0.513	2.333	ENCODE--ChIP-seq	PGAP2,ATF6B,INSIG1,PPOX,DHTKD1,HABP4,CCNL2,SLC19A2
myQuery	28	0.2373	SREBF2_GM12878_HG19	SREBF2	3	366	0.03485	0.513	4.459	ENCODE--ChIP-seq	INSIG1,PLEKHG2,GTF2H3
myQuery	29	0.2458	NFYA_K562_HG19	NFYA	8	1867	0.03489	0.513	2.322	ENCODE--ChIP-seq	PGAP2,ATF6B,PPOX,DHTKD1,HABP4,CCNL2,SLC19A2,PRKD2
myQuery	30	0.2542	GATA1_K562_HG19	GATA1	4	660	0.04114	0.528	3.29	ENCODE--ChIP-seq	INSIG1,PPOX,STXBP6,EHBP1L1
myQuery	31	0.2627	THAP1_K562_HG19	THAP1	7	1627	0.04452	0.528	2.331	ENCODE--ChIP-seq	PGAP2,PPOX,AFG3L1P,CCNL2,SH3GL1,GTF2H3,PABPC1L
myQuery	32	0.2712	JUN_CH12LX_MM9	JUN	6	1325	0.04848	0.528	2.454	ENCODE--ChIP-seq	THUMPD3,AFG3L1P,CASP1,S1PR1,TRIM69,SH3GL1
myQuery	33	0.2797	NR3C1_ECC1_HG19	NR3C1	2	204	0.05891	0.528	5.342	ENCODE--ChIP-seq	TNKS1BP1,SLC19A2
myQuery	34	0.2881	MYOG_MYOCYTE_MM9	MYOG	11	3208	0.05966	0.528	1.856	ENCODE--ChIP-seq	RNASEH2B,INSIG1,THUMPD3,PCLO,AFG3L1P,CCNL2,SH3GL1,CDC42BPB,GTF2H3,EHBP1L1,NDUFAF5
myQuery	35	0.2966	CTCFL_K562_HG19	CTCFL	8	2154	0.0662	0.528	2.011	ENCODE--ChIP-seq	RNASEH2B,PGAP2,PPOX,CCNL2,UBQLN4,CD55,SH3GL1,PLEKHG2
myQuery	36	0.3051	ZBTB7A_K562_HG19	ZBTB7A	4	788	0.06871	0.528	2.753	ENCODE--ChIP-seq	ZNF566,CD55,SH3GL1,PLEKHG2
myQuery	37	0.3136	RELA_GM19193_HG19	RELA	7	1820	0.07019	0.528	2.083	ENCODE--ChIP-seq	IL4I1,S1PR1,TNKS1BP1,ZNF566,CD55,EDN1,EHBP1L1
myQuery	38	0.322	ZNF143_HELAS3_HG19	ZNF143	7	1835	0.07248	0.528	2.066	ENCODE--ChIP-seq	PGAP2,INSIG1,PPOX,IL4I1,HABP4,EDN1,GTF2H3
myQuery	39	0.3305	CUX1_GM12878_HG19	CUX1	7	1845	0.07403	0.528	2.055	ENCODE--ChIP-seq	RNASEH2B,PGAP2,ATF6B,THUMPD3,PPOX,CD55,EDN1
myQuery	40	0.339	E2F4_K562_HG19	E2F4	7	1847	0.07434	0.528	2.053	ENCODE--ChIP-seq	PGAP2,PPOX,IL4I1,HABP4,SLC19A2,SH3GL1,TXNDC5
myQuery	41	0.3475	POU2F2_GM12891_HG19	POU2F2	6	1563	0.08817	0.578	2.079	ENCODE--ChIP-seq	PGAP2,ATF6B,THUMPD3,IL4I1,GTF2H3,PABPC1L
myQuery	42	0.3559	CREB1_ECC1_HG19	CREB1	6	1611	0.09776	0.578	2.017	ENCODE--ChIP-seq	PGAP2,ATF6B,INSIG1,CD55,GTF2H3,PRKD2
myQuery	43	0.3644	CEBPB_GM12878_HG19	CEBPB	3	572	0.09929	0.578	2.845	ENCODE--ChIP-seq	CD55,GTF2H3,EHBP1L1
myQuery	44	0.3729	MYOD1_MYOCYTE_MM9	MYOD1	9	2784	0.1019	0.578	1.75	ENCODE--ChIP-seq	INSIG1,PCLO,AFG3L1P,HABP4,CCNL2,UBQLN4,CD55,SH3GL1,TXNDC5
myQuery	45	0.3814	YY1_ECC1_HG19	YY1	6	1643	0.1044	0.578	1.978	ENCODE--ChIP-seq	ATF6B,IL4I1,CCNL2,SH3GL1,TXNDC5,PABPC1L
myQuery	46	0.3898	RXRA_GM12878_HG19	RXRA	2	292	0.1081	0.578	3.721	ENCODE--ChIP-seq	UBQLN4,SH3GL1
myQuery	47	0.3983	TBP_CH12LX_MM9	TBP	6	1695	0.1158	0.578	1.917	ENCODE--ChIP-seq	ATF6B,PPOX,IL4I1,AFG3L1P,STARD8,GTF2H3
myQuery	48	0.4068	IRF4_GM12878_HG19	IRF4	6	1715	0.1203	0.578	1.894	ENCODE--ChIP-seq	PPOX,IL4I1,TRIM69,ZNF566,CD55,EHBP1L1
myQuery	49	0.4153	REST_PANC1_HG19	REST	3	642	0.1273	0.578	2.533	ENCODE--ChIP-seq	PCLO,EDN1,PLEKHG2
myQuery	50	0.4237	ATF2_H1HESC_HG19	ATF2	6	1749	0.1281	0.578	1.857	ENCODE--ChIP-seq	THUMPD3,IL4I1,AFG3L1P,CD55,SH3GL1,GTF2H3
myQuery	51	0.4322	NFIC_HEPG2_HG19	NFIC	5	1384	0.133	0.578	1.956	ENCODE--ChIP-seq	ATF6B,THUMPD3,PPOX,SLC19A2,GTF2H3
myQuery	52	0.4407	EGR1_K562_HG19	EGR1	6	1773	0.1338	0.578	1.832	ENCODE--ChIP-seq	ATF6B,HHIP,HABP4,SH3GL1,CDC42BPB,PRKD2
myQuery	53	0.4492	TCF7L2_HELAS3_HG19	TCF7L2	8	2574	0.1344	0.578	1.682	ENCODE--ChIP-seq	PGAP2,INSIG1,PPOX,ZNF566,CD55,SLC19A2,EDN1,TST
myQuery	54	0.4576	ATF3_A549_HG19	ATF3	6	1810	0.1427	0.578	1.794	ENCODE--ChIP-seq	IL4I1,AFG3L1P,CD55,EDN1,TGFB2,GTF2H3
myQuery	55	0.4661	STAT3_GM12878_HG19	STAT3	6	1824	0.1462	0.578	1.781	ENCODE--ChIP-seq	PGAP2,THUMPD3,PPOX,DHTKD1,CD55,PRKD2
myQuery	56	0.4746	HMGN3_K562_HG19	HMGN3	6	1830	0.1477	0.578	1.775	ENCODE--ChIP-seq	ATF6B,INSIG1,DHTKD1,IL4I1,ZNF566,EHBP1L1
myQuery	57	0.4831	FLI1_MEGAKARYOCYTE_MM9	FLI1	6	1837	0.1494	0.578	1.768	ENCODE--ChIP-seq	RNASEH2B,THUMPD3,SH3GL1,PLEKHG2,GTF2H3,PRKD2
myQuery	58	0.4915	NFYB_GM12878_HG19	NFYB	6	1839	0.1499	0.578	1.766	ENCODE--ChIP-seq	PGAP2,PPOX,CD55,GTF2H3,PRKD2,PABPC1L
myQuery	59	0.5	NFE2_GM12878_HG19	NFE2	6	1854	0.1537	0.578	1.752	ENCODE--ChIP-seq	ATF6B,INSIG1,PPOX,IL4I1,HABP4,SLC19A2
myQuery	60	0.5085	E2F1_HELAS3_HG19	E2F1	6	1854	0.1537	0.578	1.752	ENCODE--ChIP-seq	PGAP2,INSIG1,CD55,SH3GL1,IGFBP3,EHBP1L1
myQuery	61	0.5169	GABPA_HEPG2_HG19	GABPA	7	2285	0.1595	0.583	1.658	ENCODE--ChIP-seq	PGAP2,ATF6B,THUMPD3,SH3GL1,TXNDC5,PRKD2,PABPC1L
myQuery	62	0.5254	TAL1_ERYTHROBLAST_MM9	TAL1	3	722	0.1622	0.583	2.251	ENCODE--ChIP-seq	INSIG1,PPOX,EHBP1L1
myQuery	63	0.5339	PRDM1_HELAS3_HG19	PRDM1	5	1487	0.1626	0.583	1.82	ENCODE--ChIP-seq	IL4I1,UBQLN4,CD55,SLC19A2,EDN1
myQuery	64	0.5424	ESR1_T47D_HG19	ESR1	2	382	0.1656	0.586	2.84	ENCODE--ChIP-seq	UBQLN4,EDN1
myQuery	65	0.5508	FOXA1_ECC1_HG19	FOXA1	2	395	0.1743	0.605	2.746	ENCODE--ChIP-seq	DHTKD1,TGFB2
myQuery	66	0.5593	ETS1_MELCELLLINE_MM9	ETS1	5	1614	0.2019	0.658	1.677	ENCODE--ChIP-seq	PPOX,S1PR1,SH3GL1,EHBP1L1,PRKD2
myQuery	67	0.5678	MAFK_CH12LX_MM9	MAFK	5	1616	0.2025	0.658	1.675	ENCODE--ChIP-seq	ATF6B,IL4I1,CASP1,S1PR1,PLEKHG2
myQuery	68	0.5763	SREBF1_HEPG2_HG19	SREBF1	2	455	0.215	0.664	2.382	ENCODE--ChIP-seq	HABP4,SLC19A2
myQuery	69	0.5847	FOSL2_A549_HG19	FOSL2	4	1249	0.2193	0.664	1.733	ENCODE--ChIP-seq	CD55,SH3GL1,TGFB2,GTF2H3
myQuery	70	0.5932	NR2F2_K562_HG19	NR2F2	4	1270	0.2275	0.664	1.705	ENCODE--ChIP-seq	PPOX,IL4I1,SLC19A2,GTF2H3
myQuery	71	0.6017	TCF3_MYOCYTE_MM9	TCF3	5	1708	0.2327	0.664	1.584	ENCODE--ChIP-seq	INSIG1,CCNL2,UBQLN4,TGFB2,EHBP1L1
myQuery	72	0.6102	ZNF274_K562_HG19	ZNF274	3	887	0.2405	0.664	1.831	ENCODE--ChIP-seq	INSIG1,PPOX,EHBP1L1
myQuery	73	0.6186	FOXP2_PFSK1_HG19	FOXP2	1	152	0.2502	0.664	3.573	ENCODE--ChIP-seq	EHBP1L1
myQuery	74	0.6271	FOXM1_ECC1_HG19	FOXM1	2	525	0.2633	0.664	2.063	ENCODE--ChIP-seq	PGAP2,INSIG1
myQuery	75	0.6356	SP4_H1HESC_HG19	SP4	4	1367	0.2661	0.664	1.583	ENCODE--ChIP-seq	PPOX,CD55,SLC19A2,GTF2H3
myQuery	76	0.6441	BACH1_K562_HG19	BACH1	5	1814	0.2687	0.664	1.491	ENCODE--ChIP-seq	INSIG1,IL4I1,CD55,SH3GL1,GTF2H3
myQuery	77	0.6525	NRF1_SKNSH_HG19	NRF1	5	1827	0.2732	0.664	1.481	ENCODE--ChIP-seq	ATF6B,INSIG1,IL4I1,HABP4,TXNDC5
myQuery	78	0.661	NFATC1_GM12878_HG19	NFATC1	4	1407	0.2823	0.664	1.538	ENCODE--ChIP-seq	THUMPD3,PPOX,GTF2H3,PABPC1L
myQuery	79	0.6695	ZNF217_MCF7_HG19	ZNF217	4	1423	0.2888	0.675	1.521	ENCODE--ChIP-seq	CD55,EDN1,TGFB2,PLEKHG2
myQuery	80	0.678	SPI1_GM12878_HG19	SPI1	5	1895	0.2968	0.686	1.427	ENCODE--ChIP-seq	INSIG1,EDN1,GTF2H3,EHBP1L1,PRKD2
myQuery	81	0.6864	HNF4A_HEPG2_HG19	HNF4A	6	2396	0.31	0.696	1.354	ENCODE--ChIP-seq	PCLO,CCNL2,STXBP6,SLC19A2,TXNDC5,PLEKHG2
myQuery	82	0.6949	MYBL2_HEPG2_HG19	MYBL2	4	1487	0.3149	0.696	1.455	ENCODE--ChIP-seq	PGAP2,ATF6B,THUMPD3,AFG3L1P
myQuery	83	0.7034	STAT5A_K562_HG19	STAT5A	1	200	0.3151	0.696	2.711	ENCODE--ChIP-seq	PPOX
myQuery	84	0.7119	BCL11A_GM12878_HG19	BCL11A	3	1038	0.3159	0.696	1.564	ENCODE--ChIP-seq	CD55,PLEKHG2,EHBP1L1
myQuery	85	0.7203	ELF1_HCT116_HG19	ELF1	3	1078	0.336	0.718	1.506	ENCODE--ChIP-seq	RNASEH2B,CCNL2,GTF2H3
myQuery	86	0.7288	RUNX3_GM12878_HG19	RUNX3	4	1540	0.3367	0.718	1.405	ENCODE--ChIP-seq	ATF6B,SH3GL1,GTF2H3,PABPC1L
myQuery	87	0.7373	CEBPD_K562_HG19	CEBPD	2	638	0.3406	0.723	1.697	ENCODE--ChIP-seq	PGAP2,PPOX
myQuery	88	0.7458	PAX5_GM12878_HG19	PAX5	5	2072	0.3592	0.747	1.305	ENCODE--ChIP-seq	INSIG1,THUMPD3,IL4I1,CD55,PABPC1L
myQuery	89	0.7542	BATF_GM12878_HG19	BATF	2	676	0.366	0.751	1.601	ENCODE--ChIP-seq	TRIM69,EHBP1L1
myQuery	90	0.7627	SIX5_H1HESC_HG19	SIX5	3	1145	0.3694	0.755	1.417	ENCODE--ChIP-seq	PCLO,ZNF566,UBQLN4
myQuery	91	0.7712	MBD4_HEPG2_HG19	MBD4	4	1672	0.3907	0.758	1.294	ENCODE--ChIP-seq	THUMPD3,SLC19A2,SH3GL1,GTF2H3
myQuery	92	0.7797	MEF2A_K562_HG19	MEF2A	1	279	0.4096	0.758	1.941	ENCODE--ChIP-seq	SH3GL1
myQuery	93	0.7881	ZEB1_GM12878_HG19	ZEB1	2	803	0.4475	0.758	1.347	ENCODE--ChIP-seq	CD55,PABPC1L
myQuery	94	0.7966	MAFF_K562_HG19	MAFF	4	1814	0.4476	0.758	1.192	ENCODE--ChIP-seq	ATF6B,ZNF566,CD55,SH3GL1
myQuery	95	0.8051	ELK4_HEK293_HG19	ELK4	4	1822	0.4508	0.758	1.187	ENCODE--ChIP-seq	THUMPD3,CCNL2,PLEKHG2,GTF2H3
myQuery	96	0.8136	ARID3A_HEPG2_HG19	ARID3A	4	1828	0.4531	0.758	1.183	ENCODE--ChIP-seq	THUMPD3,DHTKD1,STXBP6,GTF2H3
myQuery	97	0.822	ZNF263_HEK293_HG19	ZNF263	4	1830	0.4539	0.758	1.182	ENCODE--ChIP-seq	ZNF566,SLC19A2,STARD8,GTF2H3
myQuery	98	0.8305	ZNF384_GM12878_HG19	ZNF384	4	1843	0.459	0.758	1.174	ENCODE--ChIP-seq	THUMPD3,S1PR1,CD55,SLC19A2
myQuery	99	0.839	KDM5B_H1HESC_HG19	KDM5B	4	1846	0.4602	0.758	1.172	ENCODE--ChIP-seq	S1PR1,STXBP6,ZNF566,CD55
myQuery	100	0.8475	ELK1_GM12878_HG19	ELK1	4	1851	0.4621	0.758	1.168	ENCODE--ChIP-seq	THUMPD3,IL4I1,SH3GL1,PABPC1L
myQuery	101	0.8559	ZKSCAN1_HELAS3_HG19	ZKSCAN1	4	1857	0.4645	0.758	1.165	ENCODE--ChIP-seq	PGAP2,ATF6B,HABP4,GTF2H3
myQuery	102	0.8644	NR2C2_HEPG2_HG19	NR2C2	3	1343	0.4649	0.758	1.208	ENCODE--ChIP-seq	ATF6B,THUMPD3,CCNL2
myQuery	103	0.8729	ESRRA_GM12878_HG19	ESRRA	2	934	0.5244	0.81	1.158	ENCODE--ChIP-seq	PGAP2,CCNL2
myQuery	104	0.8814	IRF1_K562_HG19	IRF1	8	4204	0.5324	0.814	1.029	ENCODE--ChIP-seq	PGAP2,ATF6B,INSIG1,THUMPD3,PPOX,STXBP6,TGFB2,GTF2H3
myQuery	105	0.8898	CBX2_K562_HG19	CBX2	3	1781	0.6459	0.87	0.9104	ENCODE--ChIP-seq	S1PR1,HABP4,EDN1
myQuery	106	0.8983	ATF1_K562_HG19	ATF1	3	1833	0.6641	0.87	0.8845	ENCODE--ChIP-seq	PPOX,ZNF566,GTF2H3
myQuery	107	0.9068	MYB_MELCELLLINE_MM9	MYB	1	594	0.6715	0.87	0.9098	ENCODE--ChIP-seq	S1PR1
myQuery	108	0.9153	STAT1_GM12878_HG19	STAT1	3	1855	0.6715	0.87	0.874	ENCODE--ChIP-seq	PGAP2,ATF6B,CD55
myQuery	109	0.9237	GTF2B_K562_HG19	GTF2B	3	1855	0.6715	0.87	0.874	ENCODE--ChIP-seq	PGAP2,ZNF566,GTF2H3
myQuery	110	0.9322	EBF1_GM12878_HG19	EBF1	4	2676	0.729	0.915	0.8077	ENCODE--ChIP-seq	PGAP2,HHIP,ZNF566,SH3GL1
myQuery	111	0.9407	FOSL1_K562_HG19	FOSL1	1	773	0.7636	0.939	0.6989	ENCODE--ChIP-seq	INSIG1
myQuery	112	0.9492	CEBPZ_HEPG2_HG19	CEBPZ	1	801	0.7754	0.951	0.6744	ENCODE--ChIP-seq	ATF6B
myQuery	113	0.9576	HNF4G_HEPG2_HG19	HNF4G	0	556	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	114	0.9661	ZZZ3_GM12878_HG19	ZZZ3	0	271	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	115	0.9746	STAT2_K562_HG19	STAT2	0	252	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	116	0.9831	HSF1_HEPG2_HG19	HSF1	0	222	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	117	0.9915	MEF2C_GM12878_HG19	MEF2C	0	135	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	118	1.0	NANOG_H1HESC_HG19	NANOG	0	102	1.0	1.0	0.0	ENCODE--ChIP-seq	
