Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
myQuery	12	0.1017	TAL1_MEGAKARYOCYTE_MM9	TAL1	2	680	0.1279	1.0	3.467	ENCODE--ChIP-seq	MIGA2,TRIM58
myQuery	13	0.1102	E2F6_A549_HG19	E2F6	3	1357	0.1305	1.0	2.604	ENCODE--ChIP-seq	AFAP1L2,FIBCD1,TSKU
myQuery	14	0.1186	PRDM1_HELAS3_HG19	PRDM1	3	1487	0.1571	1.0	2.376	ENCODE--ChIP-seq	MIGA2,TSKU,IFIT2
myQuery	15	0.1271	STAT5A_K562_HG19	STAT5A	1	200	0.164	1.0	5.907	ENCODE--ChIP-seq	TRIM58
myQuery	16	0.1356	ZKSCAN1_MELCELLLINE_MM9	ZKSCAN1	1	204	0.167	1.0	5.79	ENCODE--ChIP-seq	TMCO4
myQuery	17	0.1441	CEBPB_HEPG2_HG19	CEBPB	5	3324	0.1954	1.0	1.771	ENCODE--ChIP-seq	HDAC5,TYMP,CNN1,TTLL4,TRMT5
myQuery	18	0.1525	TBP_MELCELLLINE_MM9	TBP	3	1687	0.2003	1.0	2.094	ENCODE--ChIP-seq	TMCO4,TRMT5,TRIM58
myQuery	19	0.161	IRF3_HELAS3_HG19	IRF3	3	1688	0.2006	1.0	2.093	ENCODE--ChIP-seq	MIGA2,CROT,TSKU
myQuery	20	0.1695	STAT2_K562_HG19	STAT2	1	252	0.2019	1.0	4.683	ENCODE--ChIP-seq	IFIT2
myQuery	21	0.178	BHLHE40_MELCELLLINE_MM9	BHLHE40	3	1702	0.2037	1.0	2.076	ENCODE--ChIP-seq	HDAC5,TTLL4,TRMT5
myQuery	22	0.1864	MAZ_CH12LX_MM9	MAZ	3	1714	0.2064	1.0	2.061	ENCODE--ChIP-seq	AFAP1L2,TSKU,IFIT2
myQuery	23	0.1949	ESRRA_GM12878_HG19	ESRRA	2	934	0.2071	1.0	2.522	ENCODE--ChIP-seq	FIBCD1,TMCO4
myQuery	24	0.2034	MXI1_CH12LX_MM9	MXI1	3	1721	0.2079	1.0	2.053	ENCODE--ChIP-seq	HDAC5,TMCO4,TRMT5
myQuery	25	0.2119	CREB1_H1HESC_HG19	CREB1	3	1731	0.2102	1.0	2.041	ENCODE--ChIP-seq	CROT,CNN1,TRMT5
myQuery	26	0.2203	SRF_H1HESC_HG19	SRF	2	962	0.2161	1.0	2.449	ENCODE--ChIP-seq	CNN1,TRMT5
myQuery	27	0.2288	MEF2A_K562_HG19	MEF2A	1	279	0.2208	1.0	4.228	ENCODE--ChIP-seq	HDAC5
myQuery	28	0.2373	MAFK_IMR90_HG19	MAFK	3	1799	0.2255	1.0	1.963	ENCODE--ChIP-seq	TMCO4,IFIT2,TRMT5
myQuery	29	0.2458	TCF12_MYOCYTE_MM9	TCF12	2	1004	0.2296	1.0	2.346	ENCODE--ChIP-seq	MIGA2,TRMT5
myQuery	30	0.2542	JUN_H1HESC_HG19	JUN	3	1828	0.2321	1.0	1.932	ENCODE--ChIP-seq	TSKU,CNN1,TRMT5
myQuery	31	0.2627	HMGN3_K562_HG19	HMGN3	3	1830	0.2326	1.0	1.93	ENCODE--ChIP-seq	HDAC5,TMCO4,TTLL4
myQuery	32	0.2712	ZNF143_HELAS3_HG19	ZNF143	3	1835	0.2337	1.0	1.925	ENCODE--ChIP-seq	TSKU,TTLL4,TRMT5
myQuery	33	0.2797	MYC_HEPG2_HG19	MYC	3	1837	0.2341	1.0	1.923	ENCODE--ChIP-seq	TSKU,TYMP,TTLL4
myQuery	34	0.2881	RFX5_K562_HG19	RFX5	3	1844	0.2357	1.0	1.915	ENCODE--ChIP-seq	TSKU,TTLL4,TRIM58
myQuery	35	0.2966	ELK1_GM12878_HG19	ELK1	3	1851	0.2373	1.0	1.908	ENCODE--ChIP-seq	TYMP,TTLL4,TRMT5
myQuery	36	0.3051	E2F1_HELAS3_HG19	E2F1	3	1854	0.238	1.0	1.905	ENCODE--ChIP-seq	FIBCD1,TMCO4,TSKU
myQuery	37	0.3136	GATA2_G1E_MM9	GATA2	1	331	0.2559	1.0	3.562	ENCODE--ChIP-seq	TRIM58
myQuery	38	0.322	FOXA1_ECC1_HG19	FOXA1	1	395	0.2968	1.0	2.983	ENCODE--ChIP-seq	TMCO4
myQuery	39	0.3305	ATF3_H1HESC_HG19	ATF3	2	1262	0.3125	1.0	1.866	ENCODE--ChIP-seq	TTLL4,TRMT5
myQuery	40	0.339	SP4_H1HESC_HG19	SP4	2	1367	0.3455	1.0	1.722	ENCODE--ChIP-seq	CROT,TTLL4
myQuery	41	0.3475	NFATC1_GM12878_HG19	NFATC1	2	1407	0.3579	1.0	1.673	ENCODE--ChIP-seq	TYMP,TRMT5
myQuery	42	0.3559	JUND_A549_HG19	JUND	1	598	0.4117	1.0	1.969	ENCODE--ChIP-seq	TYMP
myQuery	43	0.3644	ETS1_MELCELLLINE_MM9	ETS1	2	1614	0.4202	1.0	1.458	ENCODE--ChIP-seq	HDAC5,TRIM58
myQuery	44	0.3729	THAP1_K562_HG19	THAP1	2	1627	0.424	1.0	1.447	ENCODE--ChIP-seq	FIBCD1,TRMT5
myQuery	45	0.3814	CEBPD_K562_HG19	CEBPD	1	638	0.4319	1.0	1.845	ENCODE--ChIP-seq	HDAC5
myQuery	46	0.3898	NR3C1_A549_HG19	NR3C1	2	1661	0.4339	1.0	1.417	ENCODE--ChIP-seq	TSKU,TYMP
myQuery	47	0.3983	ZNF384_CH12LX_MM9	ZNF384	2	1677	0.4385	1.0	1.404	ENCODE--ChIP-seq	MIGA2,IFIT2
myQuery	48	0.4068	BATF_GM12878_HG19	BATF	1	676	0.4504	1.0	1.741	ENCODE--ChIP-seq	IFIT2
myQuery	49	0.4153	GABPA_CH12LX_MM9	GABPA	2	1742	0.4569	1.0	1.351	ENCODE--ChIP-seq	HDAC5,TRMT5
myQuery	50	0.4237	E2F4_MYOCYTE_MM9	E2F4	2	1794	0.4714	1.0	1.312	ENCODE--ChIP-seq	TMCO4,IFIT2
myQuery	51	0.4322	SETDB1_U2OS_HG19	SETDB1	2	1803	0.4738	1.0	1.305	ENCODE--ChIP-seq	IFIT2,TRMT5
myQuery	52	0.4407	TFAP2A_HELAS3_HG19	TFAP2A	2	1810	0.4757	1.0	1.3	ENCODE--ChIP-seq	FIBCD1,TMCO4
myQuery	53	0.4492	USF2_MELCELLLINE_MM9	USF2	2	1814	0.4768	1.0	1.297	ENCODE--ChIP-seq	HDAC5,TMCO4
myQuery	54	0.4576	KDM5B_K562_HG19	KDM5B	2	1814	0.4768	1.0	1.297	ENCODE--ChIP-seq	TSKU,TRMT5
myQuery	55	0.4661	RELA_GM18951_HG19	RELA	2	1815	0.4771	1.0	1.297	ENCODE--ChIP-seq	TYMP,TTLL4
myQuery	56	0.4746	TCF7L2_HEK293_HG19	TCF7L2	2	1821	0.4788	1.0	1.292	ENCODE--ChIP-seq	AFAP1L2,TSKU
myQuery	57	0.4831	ZNF263_HEK293_HG19	ZNF263	2	1830	0.4812	1.0	1.286	ENCODE--ChIP-seq	CROT,TSKU
myQuery	58	0.4915	NFYB_GM12878_HG19	NFYB	2	1839	0.4836	1.0	1.28	ENCODE--ChIP-seq	CROT,TYMP
myQuery	59	0.5	NFE2_GM12878_HG19	NFE2	2	1854	0.4877	1.0	1.269	ENCODE--ChIP-seq	HDAC5,TTLL4
myQuery	60	0.5085	ARID3A_K562_HG19	ARID3A	2	1857	0.4885	1.0	1.267	ENCODE--ChIP-seq	CROT,CNN1
myQuery	61	0.5169	FOS_K562_HG19	FOS	2	1858	0.4888	1.0	1.267	ENCODE--ChIP-seq	MIGA2,CROT
myQuery	62	0.5254	CEBPZ_HEPG2_HG19	CEBPZ	1	801	0.5069	1.0	1.469	ENCODE--ChIP-seq	CROT
myQuery	63	0.5339	ZEB1_GM12878_HG19	ZEB1	1	803	0.5078	1.0	1.466	ENCODE--ChIP-seq	TTLL4
myQuery	64	0.5424	STAT1_HELAS3_HG19	STAT1	1	856	0.5298	1.0	1.375	ENCODE--ChIP-seq	TSKU
myQuery	65	0.5508	MYOD1_C2C12_MM9	MYOD1	1	860	0.5315	1.0	1.368	ENCODE--ChIP-seq	MIGA2
myQuery	66	0.5593	EGR1_H1HESC_HG19	EGR1	1	971	0.5742	1.0	1.212	ENCODE--ChIP-seq	TSKU
myQuery	67	0.5678	STAT3_MCF10A_HG19	STAT3	3	3450	0.5811	1.0	1.023	ENCODE--ChIP-seq	CROT,TYMP,TTLL4
myQuery	68	0.5763	BCL11A_GM12878_HG19	BCL11A	1	1038	0.5979	1.0	1.134	ENCODE--ChIP-seq	TYMP
myQuery	69	0.5847	ELF1_GM12878_HG19	ELF1	1	1061	0.6058	1.0	1.109	ENCODE--ChIP-seq	TMCO4
myQuery	70	0.5932	HNF4A_HEPG2_HG19	HNF4A	2	2396	0.6184	1.0	0.982	ENCODE--ChIP-seq	MIGA2,TYMP
myQuery	71	0.6017	ZBTB33_SKNSH_HG19	ZBTB33	1	1135	0.6299	1.0	1.037	ENCODE--ChIP-seq	TRMT5
myQuery	72	0.6102	SIX5_H1HESC_HG19	SIX5	1	1145	0.633	1.0	1.028	ENCODE--ChIP-seq	TTLL4
myQuery	73	0.6186	SPI1_HL60_HG19	SPI1	1	1160	0.6377	1.0	1.014	ENCODE--ChIP-seq	TTLL4
myQuery	74	0.6271	TEAD4_K562_HG19	TEAD4	1	1245	0.6629	1.0	0.9449	ENCODE--ChIP-seq	TRMT5
myQuery	75	0.6356	SP1_GM12878_HG19	SP1	1	1263	0.668	1.0	0.9314	ENCODE--ChIP-seq	TTLL4
myQuery	76	0.6441	NR2F2_K562_HG19	NR2F2	1	1270	0.67	1.0	0.9263	ENCODE--ChIP-seq	FIBCD1
myQuery	77	0.6525	NR2C2_HEPG2_HG19	NR2C2	1	1343	0.6897	1.0	0.8759	ENCODE--ChIP-seq	TYMP
myQuery	78	0.661	IRF1_K562_HG19	IRF1	3	4204	0.7006	1.0	0.8394	ENCODE--ChIP-seq	TMCO4,IFIT2,TTLL4
myQuery	79	0.6695	SP2_HEPG2_HG19	SP2	1	1388	0.7013	1.0	0.8475	ENCODE--ChIP-seq	CROT
myQuery	80	0.678	ZNF217_MCF7_HG19	ZNF217	1	1423	0.7099	1.0	0.8266	ENCODE--ChIP-seq	B3GALNT1
myQuery	81	0.6864	MYBL2_HEPG2_HG19	MYBL2	1	1487	0.7251	1.0	0.791	ENCODE--ChIP-seq	TRMT5
myQuery	82	0.6949	ATF2_GM12878_HG19	ATF2	1	1502	0.7286	1.0	0.7831	ENCODE--ChIP-seq	TRMT5
myQuery	83	0.7034	MYOG_MYOCYTE_MM9	MYOG	2	3208	0.7604	1.0	0.7333	ENCODE--ChIP-seq	B3GALNT1,MIGA2
myQuery	84	0.7119	MBD4_HEPG2_HG19	MBD4	1	1672	0.7644	1.0	0.7035	ENCODE--ChIP-seq	TTLL4
myQuery	85	0.7203	GATA3_SHSY5Y_HG19	GATA3	1	1801	0.7883	1.0	0.653	ENCODE--ChIP-seq	CROT
myQuery	86	0.7288	NRF1_HELAS3_HG19	NRF1	1	1810	0.7899	1.0	0.6498	ENCODE--ChIP-seq	TTLL4
myQuery	87	0.7373	MAFF_K562_HG19	MAFF	1	1814	0.7906	1.0	0.6484	ENCODE--ChIP-seq	TRIM58
myQuery	88	0.7458	TFAP2C_HELAS3_HG19	TFAP2C	1	1822	0.792	1.0	0.6455	ENCODE--ChIP-seq	TMCO4
myQuery	89	0.7542	ELK4_HELAS3_HG19	ELK4	1	1825	0.7925	1.0	0.6444	ENCODE--ChIP-seq	TRMT5
myQuery	90	0.7627	CUX1_K562_HG19	CUX1	1	1827	0.7928	1.0	0.6437	ENCODE--ChIP-seq	TRIM58
myQuery	91	0.7712	NFYA_HELAS3_HG19	NFYA	1	1834	0.794	1.0	0.6413	ENCODE--ChIP-seq	TSKU
myQuery	92	0.7797	IKZF1_GM12878_HG19	IKZF1	1	1836	0.7943	1.0	0.6406	ENCODE--ChIP-seq	TMCO4
myQuery	93	0.7881	GTF2B_K562_HG19	GTF2B	1	1855	0.7975	1.0	0.634	ENCODE--ChIP-seq	TRIM58
myQuery	94	0.7966	PBX3_SKNSH_HG19	PBX3	1	1919	0.8079	1.0	0.6129	ENCODE--ChIP-seq	CROT
myQuery	95	0.8051	PAX5_GM12878_HG19	PAX5	1	2072	0.8305	1.0	0.5676	ENCODE--ChIP-seq	TTLL4
myQuery	96	0.8136	YY1_K562_HG19	YY1	1	2324	0.8619	1.0	0.506	ENCODE--ChIP-seq	HDAC5
myQuery	97	0.822	EBF1_GM12878_HG19	EBF1	1	2676	0.8958	1.0	0.4394	ENCODE--ChIP-seq	TTLL4
myQuery	98	0.8305	FLI1_MEGAKARYOCYTE_MM9	FLI1	0	1837	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	99	0.839	ATF1_K562_HG19	ATF1	0	1833	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	100	0.8475	CBX2_K562_HG19	CBX2	0	1781	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	101	0.8559	IRF4_GM12878_HG19	IRF4	0	1715	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	102	0.8644	TCF3_MYOCYTE_MM9	TCF3	0	1708	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	103	0.8729	POU2F2_GM12891_HG19	POU2F2	0	1563	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	104	0.8814	RUNX3_GM12878_HG19	RUNX3	0	1540	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	105	0.8898	FOXM1_GM12878_HG19	FOXM1	0	1524	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	106	0.8983	NFIC_HEPG2_HG19	NFIC	0	1384	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	107	0.9068	FOXA2_A549_HG19	FOXA2	0	1276	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	108	0.9153	FOSL2_A549_HG19	FOSL2	0	1249	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	109	0.9237	SREBF1_GM12878_HG19	SREBF1	0	1133	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	110	0.9322	ZNF274_K562_HG19	ZNF274	0	887	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	111	0.9407	FOSL1_K562_HG19	FOSL1	0	773	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	112	0.9492	RXRA_HEPG2_HG19	RXRA	0	655	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	113	0.9576	MYB_MELCELLLINE_MM9	MYB	0	594	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	114	0.9661	ESR1_ECC1_HG19	ESR1	0	554	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	115	0.9746	SREBF2_GM12878_HG19	SREBF2	0	366	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	116	0.9831	ZZZ3_GM12878_HG19	ZZZ3	0	271	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	117	0.9915	HSF1_HEPG2_HG19	HSF1	0	222	1.0	1.0	0.0	ENCODE--ChIP-seq	
myQuery	118	1.0	MEF2C_GM12878_HG19	MEF2C	0	135	1.0	1.0	0.0	ENCODE--ChIP-seq	
